Population,Latitude,Longitude,Year_start,Year_end,Temperature,Sex,Replicate_vial,Thorax_length
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,0.80
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,0.86
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,0.85
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,0.85
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,0.82
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,0.85
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,0.85
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,0.85
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,0.85
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,0.85
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,0.85
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,0.83
Ballina,-28.75,153.52,2008,2008,29,female,1,0.96
Ballina,-28.75,153.52,2008,2008,29,female,1,0.99
Ballina,-28.75,153.52,2008,2008,29,female,1,0.94
Ballina,-28.75,153.52,2008,2008,29,female,1,0.94
Ballina,-28.75,153.52,2008,2008,29,female,1,1.01
Ballina,-28.75,153.52,2008,2008,29,female,1,1.03
Ballina,-28.75,153.52,2008,2008,29,female,1,1.05
Ballina,-28.75,153.52,2008,2008,29,female,1,0.98
Ballina,-28.75,153.52,2008,2008,29,female,1,0.94
Ballina,-28.75,153.52,2008,2008,29,female,1,0.98
Ballina,-28.75,153.52,2008,2008,29,female,2,0.96
Ballina,-28.75,153.52,2008,2008,29,female,2,1.01
Ballina,-28.75,153.52,2008,2008,29,female,2,0.96
Ballina,-28.75,153.52,2008,2008,29,female,2,0.96
Ballina,-28.75,153.52,2008,2008,29,female,2,0.94
Ballina,-28.75,153.52,2008,2008,29,female,2,0.98
Ballina,-28.75,153.52,2008,2008,29,female,2,0.92
Ballina,-28.75,153.52,2008,2008,29,female,2,0.99
Ballina,-28.75,153.52,2008,2008,29,female,2,1.05
Ballina,-28.75,153.52,2008,2008,29,female,2,1.05
Ballina,-28.75,153.52,2008,2008,29,female,3,0.99
Ballina,-28.75,153.52,2008,2008,29,female,3,0.98
Ballina,-28.75,153.52,2008,2008,29,female,3,1.01
Ballina,-28.75,153.52,2008,2008,29,female,3,0.99
Ballina,-28.75,153.52,2008,2008,29,female,3,0.99
Ballina,-28.75,153.52,2008,2008,29,female,3,1.05
Ballina,-28.75,153.52,2008,2008,29,female,3,0.98
Ballina,-28.75,153.52,2008,2008,29,female,3,0.98
Ballina,-28.75,153.52,2008,2008,29,female,3,0.98
Ballina,-28.75,153.52,2008,2008,29,female,3,0.99
Ballina,-28.75,153.52,2008,2008,29,male,1,0.89
Ballina,-28.75,153.52,2008,2008,29,male,1,0.89
Ballina,-28.75,153.52,2008,2008,29,male,1,0.86
Ballina,-28.75,153.52,2008,2008,29,male,1,0.84
Ballina,-28.75,153.52,2008,2008,29,male,1,0.87
Ballina,-28.75,153.52,2008,2008,29,male,1,0.86
Ballina,-28.75,153.52,2008,2008,29,male,1,0.87
Ballina,-28.75,153.52,2008,2008,29,male,1,0.89
Ballina,-28.75,153.52,2008,2008,29,male,1,0.84
Ballina,-28.75,153.52,2008,2008,29,male,1,0.91
Ballina,-28.75,153.52,2008,2008,29,male,2,0.91
Ballina,-28.75,153.52,2008,2008,29,male,2,0.87
Ballina,-28.75,153.52,2008,2008,29,male,2,0.89
Ballina,-28.75,153.52,2008,2008,29,male,2,0.84
Ballina,-28.75,153.52,2008,2008,29,male,2,0.84
Ballina,-28.75,153.52,2008,2008,29,male,2,0.89
Ballina,-28.75,153.52,2008,2008,29,male,2,0.84
Ballina,-28.75,153.52,2008,2008,29,male,2,0.86
Ballina,-28.75,153.52,2008,2008,29,male,2,0.84
Ballina,-28.75,153.52,2008,2008,29,male,2,0.89
Ballina,-28.75,153.52,2008,2008,29,male,3,0.84
Ballina,-28.75,153.52,2008,2008,29,male,3,0.84
Ballina,-28.75,153.52,2008,2008,29,male,3,0.87
Ballina,-28.75,153.52,2008,2008,29,male,3,0.87
Ballina,-28.75,153.52,2008,2008,29,male,3,0.86
Ballina,-28.75,153.52,2008,2008,29,male,3,0.86
Ballina,-28.75,153.52,2008,2008,29,male,3,0.86
Ballina,-28.75,153.52,2008,2008,29,male,3,0.87
Ballina,-28.75,153.52,2008,2008,29,male,3,0.87
Ballina,-28.75,153.52,2008,2008,29,male,3,0.89
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,0.98
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,1.01
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,0.98
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,0.98
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,0.95
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,1.00
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,1.00
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,0.98
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,1.00
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,1,1.01
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,0.91
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,0.98
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,0.95
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,0.95
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,0.98
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,1.01
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,0.95
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,0.95
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,0.91
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,2,0.91
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,0.98
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,0.96
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,0.98
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,1.05
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,0.98
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,1.01
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,0.99
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,0.98
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,1.05
Coffs_Harbour,-30.37,153.03,2008,2008,29,female,3,1.01
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,0.88
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,0.88
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,0.87
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,0.82
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,0.87
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,0.90
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,0.88
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,0.85
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,0.87
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,1,0.88
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,0.82
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,0.83
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,0.82
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,0.83
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,0.85
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,0.82
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,0.87
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,0.85
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,0.85
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,2,0.82
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,0.87
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,0.84
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,0.82
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,0.87
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,0.84
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,0.89
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,0.80
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,0.89
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,0.91
Coffs_Harbour,-30.37,153.03,2008,2008,29,male,3,0.87
Port_Macquarie,-31.42,152.87,2008,2008,29,female,1,1.01
Port_Macquarie,-31.42,152.87,2008,2008,29,female,1,1.01
Port_Macquarie,-31.42,152.87,2008,2008,29,female,1,1.01
Port_Macquarie,-31.42,152.87,2008,2008,29,female,1,0.95
Port_Macquarie,-31.42,152.87,2008,2008,29,female,1,1.00
Port_Macquarie,-31.42,152.87,2008,2008,29,female,1,1.01
Port_Macquarie,-31.42,152.87,2008,2008,29,female,1,0.95
Port_Macquarie,-31.42,152.87,2008,2008,29,female,1,0.91
Port_Macquarie,-31.42,152.87,2008,2008,29,female,1,0.95
Port_Macquarie,-31.42,152.87,2008,2008,29,female,1,0.98
Port_Macquarie,-31.42,152.87,2008,2008,29,female,2,1.01
Port_Macquarie,-31.42,152.87,2008,2008,29,female,2,0.96
Port_Macquarie,-31.42,152.87,2008,2008,29,female,2,0.99
Port_Macquarie,-31.42,152.87,2008,2008,29,female,2,0.98
Port_Macquarie,-31.42,152.87,2008,2008,29,female,2,0.94
Port_Macquarie,-31.42,152.87,2008,2008,29,female,2,0.94
Port_Macquarie,-31.42,152.87,2008,2008,29,female,2,0.98
Port_Macquarie,-31.42,152.87,2008,2008,29,female,2,1.05
Port_Macquarie,-31.42,152.87,2008,2008,29,female,2,1.01
Port_Macquarie,-31.42,152.87,2008,2008,29,female,2,1.01
Port_Macquarie,-31.42,152.87,2008,2008,29,female,2,0.94
Port_Macquarie,-31.42,152.87,2008,2008,29,female,3,0.96
Port_Macquarie,-31.42,152.87,2008,2008,29,female,3,0.98
Port_Macquarie,-31.42,152.87,2008,2008,29,female,3,0.99
Port_Macquarie,-31.42,152.87,2008,2008,29,female,3,0.98
Port_Macquarie,-31.42,152.87,2008,2008,29,female,3,0.96
Port_Macquarie,-31.42,152.87,2008,2008,29,female,3,1.01
Port_Macquarie,-31.42,152.87,2008,2008,29,female,3,1.05
Port_Macquarie,-31.42,152.87,2008,2008,29,female,3,0.91
Port_Macquarie,-31.42,152.87,2008,2008,29,female,3,0.94
Port_Macquarie,-31.42,152.87,2008,2008,29,female,3,0.98
Port_Macquarie,-31.42,152.87,2008,2008,29,male,1,0.85
Port_Macquarie,-31.42,152.87,2008,2008,29,male,1,0.85
Port_Macquarie,-31.42,152.87,2008,2008,29,male,1,0.78
Port_Macquarie,-31.42,152.87,2008,2008,29,male,1,0.82
Port_Macquarie,-31.42,152.87,2008,2008,29,male,1,0.85
Port_Macquarie,-31.42,152.87,2008,2008,29,male,1,0.82
Port_Macquarie,-31.42,152.87,2008,2008,29,male,1,0.85
Port_Macquarie,-31.42,152.87,2008,2008,29,male,1,0.85
Port_Macquarie,-31.42,152.87,2008,2008,29,male,1,0.85
Port_Macquarie,-31.42,152.87,2008,2008,29,male,1,0.88
Port_Macquarie,-31.42,152.87,2008,2008,29,male,2,0.80
Port_Macquarie,-31.42,152.87,2008,2008,29,male,2,0.87
Port_Macquarie,-31.42,152.87,2008,2008,29,male,2,0.80
Port_Macquarie,-31.42,152.87,2008,2008,29,male,2,0.80
Port_Macquarie,-31.42,152.87,2008,2008,29,male,2,0.80
Port_Macquarie,-31.42,152.87,2008,2008,29,male,2,0.80
Port_Macquarie,-31.42,152.87,2008,2008,29,male,2,0.87
Port_Macquarie,-31.42,152.87,2008,2008,29,male,2,0.79
Port_Macquarie,-31.42,152.87,2008,2008,29,male,2,0.80
Port_Macquarie,-31.42,152.87,2008,2008,29,male,2,0.84
Port_Macquarie,-31.42,152.87,2008,2008,29,male,2,0.84
Port_Macquarie,-31.42,152.87,2008,2008,29,male,3,0.87
Port_Macquarie,-31.42,152.87,2008,2008,29,male,3,0.82
Port_Macquarie,-31.42,152.87,2008,2008,29,male,3,0.84
Port_Macquarie,-31.42,152.87,2008,2008,29,male,3,0.84
Port_Macquarie,-31.42,152.87,2008,2008,29,male,3,0.80
Port_Macquarie,-31.42,152.87,2008,2008,29,male,3,0.84
Port_Macquarie,-31.42,152.87,2008,2008,29,male,3,0.84
Port_Macquarie,-31.42,152.87,2008,2008,29,male,3,0.80
Port_Macquarie,-31.42,152.87,2008,2008,29,male,3,0.84
Port_Macquarie,-31.42,152.87,2008,2008,29,male,3,0.84
Hunter_Valley,-32.77,151.27,2008,2008,29,female,1,0.91
Hunter_Valley,-32.77,151.27,2008,2008,29,female,1,1.01
Hunter_Valley,-32.77,151.27,2008,2008,29,female,1,0.95
Hunter_Valley,-32.77,151.27,2008,2008,29,female,1,0.98
Hunter_Valley,-32.77,151.27,2008,2008,29,female,1,0.95
Hunter_Valley,-32.77,151.27,2008,2008,29,female,1,0.98
Hunter_Valley,-32.77,151.27,2008,2008,29,female,1,0.91
Hunter_Valley,-32.77,151.27,2008,2008,29,female,1,0.93
Hunter_Valley,-32.77,151.27,2008,2008,29,female,1,0.91
Hunter_Valley,-32.77,151.27,2008,2008,29,female,1,0.98
Hunter_Valley,-32.77,151.27,2008,2008,29,female,2,0.98
Hunter_Valley,-32.77,151.27,2008,2008,29,female,2,0.95
Hunter_Valley,-32.77,151.27,2008,2008,29,female,2,0.95
Hunter_Valley,-32.77,151.27,2008,2008,29,female,2,0.95
Hunter_Valley,-32.77,151.27,2008,2008,29,female,2,0.98
Hunter_Valley,-32.77,151.27,2008,2008,29,female,2,1.27
Hunter_Valley,-32.77,151.27,2008,2008,29,female,2,0.96
Hunter_Valley,-32.77,151.27,2008,2008,29,female,2,0.95
Hunter_Valley,-32.77,151.27,2008,2008,29,female,2,0.95
Hunter_Valley,-32.77,151.27,2008,2008,29,female,2,0.98
Hunter_Valley,-32.77,151.27,2008,2008,29,female,3,0.98
Hunter_Valley,-32.77,151.27,2008,2008,29,female,3,0.98
Hunter_Valley,-32.77,151.27,2008,2008,29,female,3,1.01
Hunter_Valley,-32.77,151.27,2008,2008,29,female,3,0.98
Hunter_Valley,-32.77,151.27,2008,2008,29,female,3,1.01
Hunter_Valley,-32.77,151.27,2008,2008,29,female,3,0.98
Hunter_Valley,-32.77,151.27,2008,2008,29,female,3,1.05
Hunter_Valley,-32.77,151.27,2008,2008,29,female,3,0.96
Hunter_Valley,-32.77,151.27,2008,2008,29,female,3,0.98
Hunter_Valley,-32.77,151.27,2008,2008,29,female,3,1.01
Hunter_Valley,-32.77,151.27,2008,2008,29,male,1,0.87
Hunter_Valley,-32.77,151.27,2008,2008,29,male,1,0.80
Hunter_Valley,-32.77,151.27,2008,2008,29,male,1,0.85
Hunter_Valley,-32.77,151.27,2008,2008,29,male,1,0.85
Hunter_Valley,-32.77,151.27,2008,2008,29,male,1,0.85
Hunter_Valley,-32.77,151.27,2008,2008,29,male,1,0.82
Hunter_Valley,-32.77,151.27,2008,2008,29,male,1,0.82
Hunter_Valley,-32.77,151.27,2008,2008,29,male,1,0.78
Hunter_Valley,-32.77,151.27,2008,2008,29,male,1,0.80
Hunter_Valley,-32.77,151.27,2008,2008,29,male,1,0.78
Hunter_Valley,-32.77,151.27,2008,2008,29,male,2,0.85
Hunter_Valley,-32.77,151.27,2008,2008,29,male,2,0.82
Hunter_Valley,-32.77,151.27,2008,2008,29,male,2,0.85
Hunter_Valley,-32.77,151.27,2008,2008,29,male,2,0.78
Hunter_Valley,-32.77,151.27,2008,2008,29,male,2,0.82
Hunter_Valley,-32.77,151.27,2008,2008,29,male,2,0.80
Hunter_Valley,-32.77,151.27,2008,2008,29,male,2,0.82
Hunter_Valley,-32.77,151.27,2008,2008,29,male,2,0.80
Hunter_Valley,-32.77,151.27,2008,2008,29,male,2,0.83
Hunter_Valley,-32.77,151.27,2008,2008,29,male,2,0.87
Hunter_Valley,-32.77,151.27,2008,2008,29,male,3,0.87
Hunter_Valley,-32.77,151.27,2008,2008,29,male,3,0.87
Hunter_Valley,-32.77,151.27,2008,2008,29,male,3,0.84
Hunter_Valley,-32.77,151.27,2008,2008,29,male,3,0.86
Hunter_Valley,-32.77,151.27,2008,2008,29,male,3,0.86
Hunter_Valley,-32.77,151.27,2008,2008,29,male,3,0.82
Hunter_Valley,-32.77,151.27,2008,2008,29,male,3,0.89
Hunter_Valley,-32.77,151.27,2008,2008,29,male,3,0.84
Hunter_Valley,-32.77,151.27,2008,2008,29,male,3,0.89
Hunter_Valley,-32.77,151.27,2008,2008,29,male,3,0.91
Gosford,-33.28,151.20,2008,2008,29,female,1,0.98
Gosford,-33.28,151.20,2008,2008,29,female,1,1.05
Gosford,-33.28,151.20,2008,2008,29,female,1,1.05
Gosford,-33.28,151.20,2008,2008,29,female,1,1.01
Gosford,-33.28,151.20,2008,2008,29,female,1,1.05
Gosford,-33.28,151.20,2008,2008,29,female,1,0.99
Gosford,-33.28,151.20,2008,2008,29,female,1,1.06
Gosford,-33.28,151.20,2008,2008,29,female,1,1.05
Gosford,-33.28,151.20,2008,2008,29,female,1,1.01
Gosford,-33.28,151.20,2008,2008,29,female,1,0.98
Gosford,-33.28,151.20,2008,2008,29,female,2,0.98
Gosford,-33.28,151.20,2008,2008,29,female,2,1.04
Gosford,-33.28,151.20,2008,2008,29,female,2,1.01
Gosford,-33.28,151.20,2008,2008,29,female,2,1.04
Gosford,-33.28,151.20,2008,2008,29,female,2,1.01
Gosford,-33.28,151.20,2008,2008,29,female,2,0.98
Gosford,-33.28,151.20,2008,2008,29,female,2,1.01
Gosford,-33.28,151.20,2008,2008,29,female,2,1.04
Gosford,-33.28,151.20,2008,2008,29,female,2,1.04
Gosford,-33.28,151.20,2008,2008,29,female,2,1.01
Gosford,-33.28,151.20,2008,2008,29,female,3,1.04
Gosford,-33.28,151.20,2008,2008,29,female,3,1.04
Gosford,-33.28,151.20,2008,2008,29,female,3,1.04
Gosford,-33.28,151.20,2008,2008,29,female,3,1.01
Gosford,-33.28,151.20,2008,2008,29,female,3,1.06
Gosford,-33.28,151.20,2008,2008,29,female,3,1.03
Gosford,-33.28,151.20,2008,2008,29,female,3,1.01
Gosford,-33.28,151.20,2008,2008,29,female,3,1.01
Gosford,-33.28,151.20,2008,2008,29,female,3,1.01
Gosford,-33.28,151.20,2008,2008,29,female,3,1.04
Gosford,-33.28,151.20,2008,2008,29,male,1,0.87
Gosford,-33.28,151.20,2008,2008,29,male,1,0.86
Gosford,-33.28,151.20,2008,2008,29,male,1,0.87
Gosford,-33.28,151.20,2008,2008,29,male,1,0.82
Gosford,-33.28,151.20,2008,2008,29,male,1,0.89
Gosford,-33.28,151.20,2008,2008,29,male,1,0.84
Gosford,-33.28,151.20,2008,2008,29,male,1,0.92
Gosford,-33.28,151.20,2008,2008,29,male,1,0.82
Gosford,-33.28,151.20,2008,2008,29,male,1,0.91
Gosford,-33.28,151.20,2008,2008,29,male,1,0.91
Gosford,-33.28,151.20,2008,2008,29,male,2,0.88
Gosford,-33.28,151.20,2008,2008,29,male,2,0.85
Gosford,-33.28,151.20,2008,2008,29,male,2,0.85
Gosford,-33.28,151.20,2008,2008,29,male,2,0.85
Gosford,-33.28,151.20,2008,2008,29,male,2,0.91
Gosford,-33.28,151.20,2008,2008,29,male,2,0.85
Gosford,-33.28,151.20,2008,2008,29,male,2,0.85
Gosford,-33.28,151.20,2008,2008,29,male,2,0.85
Gosford,-33.28,151.20,2008,2008,29,male,2,0.88
Gosford,-33.28,151.20,2008,2008,29,male,2,0.85
Gosford,-33.28,151.20,2008,2008,29,male,3,0.88
Gosford,-33.28,151.20,2008,2008,29,male,3,0.90
Gosford,-33.28,151.20,2008,2008,29,male,3,0.85
Gosford,-33.28,151.20,2008,2008,29,male,3,0.87
Gosford,-33.28,151.20,2008,2008,29,male,3,0.88
Gosford,-33.28,151.20,2008,2008,29,male,3,0.88
Gosford,-33.28,151.20,2008,2008,29,male,3,0.91
Gosford,-33.28,151.20,2008,2008,29,male,3,0.90
Gosford,-33.28,151.20,2008,2008,29,male,3,0.88
Gosford,-33.28,151.20,2008,2008,29,male,3,0.88
Crooked_River,-34.73,150.80,2008,2008,29,female,1,0.95
Crooked_River,-34.73,150.80,2008,2008,29,female,1,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,1,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,1,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,1,0.91
Crooked_River,-34.73,150.80,2008,2008,29,female,1,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,1,0.91
Crooked_River,-34.73,150.80,2008,2008,29,female,1,0.91
Crooked_River,-34.73,150.80,2008,2008,29,female,1,0.91
Crooked_River,-34.73,150.80,2008,2008,29,female,1,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,2,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,2,0.96
Crooked_River,-34.73,150.80,2008,2008,29,female,2,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,2,1.00
Crooked_River,-34.73,150.80,2008,2008,29,female,2,0.95
Crooked_River,-34.73,150.80,2008,2008,29,female,2,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,2,0.95
Crooked_River,-34.73,150.80,2008,2008,29,female,2,0.91
Crooked_River,-34.73,150.80,2008,2008,29,female,2,0.95
Crooked_River,-34.73,150.80,2008,2008,29,female,2,1.00
Crooked_River,-34.73,150.80,2008,2008,29,female,3,1.00
Crooked_River,-34.73,150.80,2008,2008,29,female,3,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,3,0.96
Crooked_River,-34.73,150.80,2008,2008,29,female,3,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,3,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,3,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,3,1.01
Crooked_River,-34.73,150.80,2008,2008,29,female,3,0.98
Crooked_River,-34.73,150.80,2008,2008,29,female,3,0.95
Crooked_River,-34.73,150.80,2008,2008,29,female,3,0.98
Crooked_River,-34.73,150.80,2008,2008,29,male,1,0.83
Crooked_River,-34.73,150.80,2008,2008,29,male,1,0.78
Crooked_River,-34.73,150.80,2008,2008,29,male,1,0.83
Crooked_River,-34.73,150.80,2008,2008,29,male,1,0.88
Crooked_River,-34.73,150.80,2008,2008,29,male,1,0.82
Crooked_River,-34.73,150.80,2008,2008,29,male,1,0.82
Crooked_River,-34.73,150.80,2008,2008,29,male,1,0.85
Crooked_River,-34.73,150.80,2008,2008,29,male,1,0.85
Crooked_River,-34.73,150.80,2008,2008,29,male,1,0.85
Crooked_River,-34.73,150.80,2008,2008,29,male,1,0.78
Crooked_River,-34.73,150.80,2008,2008,29,male,2,0.82
Crooked_River,-34.73,150.80,2008,2008,29,male,2,0.82
Crooked_River,-34.73,150.80,2008,2008,29,male,2,0.82
Crooked_River,-34.73,150.80,2008,2008,29,male,2,0.85
Crooked_River,-34.73,150.80,2008,2008,29,male,2,0.85
Crooked_River,-34.73,150.80,2008,2008,29,male,2,0.78
Crooked_River,-34.73,150.80,2008,2008,29,male,2,0.82
Crooked_River,-34.73,150.80,2008,2008,29,male,2,0.85
Crooked_River,-34.73,150.80,2008,2008,29,male,2,0.82
Crooked_River,-34.73,150.80,2008,2008,29,male,2,0.83
Crooked_River,-34.73,150.80,2008,2008,29,male,3,0.85
Crooked_River,-34.73,150.80,2008,2008,29,male,3,0.85
Crooked_River,-34.73,150.80,2008,2008,29,male,3,0.90
Crooked_River,-34.73,150.80,2008,2008,29,male,3,0.85
Crooked_River,-34.73,150.80,2008,2008,29,male,3,0.82
Crooked_River,-34.73,150.80,2008,2008,29,male,3,0.85
Crooked_River,-34.73,150.80,2008,2008,29,male,3,0.82
Crooked_River,-34.73,150.80,2008,2008,29,male,3,0.82
Crooked_River,-34.73,150.80,2008,2008,29,male,3,0.85
Crooked_River,-34.73,150.80,2008,2008,29,male,3,0.83
Tilba_Winery,-36.28,150.10,2008,2008,29,female,1,1.01
Tilba_Winery,-36.28,150.10,2008,2008,29,female,1,1.01
Tilba_Winery,-36.28,150.10,2008,2008,29,female,1,1.06
Tilba_Winery,-36.28,150.10,2008,2008,29,female,1,1.01
Tilba_Winery,-36.28,150.10,2008,2008,29,female,1,0.98
Tilba_Winery,-36.28,150.10,2008,2008,29,female,1,1.04
Tilba_Winery,-36.28,150.10,2008,2008,29,female,1,1.00
Tilba_Winery,-36.28,150.10,2008,2008,29,female,1,0.95
Tilba_Winery,-36.28,150.10,2008,2008,29,female,1,1.04
Tilba_Winery,-36.28,150.10,2008,2008,29,female,1,1.06
Tilba_Winery,-36.28,150.10,2008,2008,29,female,2,1.04
Tilba_Winery,-36.28,150.10,2008,2008,29,female,2,1.04
Tilba_Winery,-36.28,150.10,2008,2008,29,female,2,1.01
Tilba_Winery,-36.28,150.10,2008,2008,29,female,2,1.04
Tilba_Winery,-36.28,150.10,2008,2008,29,female,2,1.04
Tilba_Winery,-36.28,150.10,2008,2008,29,female,2,1.01
Tilba_Winery,-36.28,150.10,2008,2008,29,female,2,1.04
Tilba_Winery,-36.28,150.10,2008,2008,29,female,2,1.04
Tilba_Winery,-36.28,150.10,2008,2008,29,female,2,1.01
Tilba_Winery,-36.28,150.10,2008,2008,29,female,2,1.06
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,1.05
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.98
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,1.03
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,1.05
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.94
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.99
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.98
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.98
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,1.01
Tilba_Winery,-36.28,150.10,2008,2008,29,female,3,0.98
Tilba_Winery,-36.28,150.10,2008,2008,29,male,1,0.91
Tilba_Winery,-36.28,150.10,2008,2008,29,male,1,0.91
Tilba_Winery,-36.28,150.10,2008,2008,29,male,1,0.88
Tilba_Winery,-36.28,150.10,2008,2008,29,male,1,0.85
Tilba_Winery,-36.28,150.10,2008,2008,29,male,1,0.88
Tilba_Winery,-36.28,150.10,2008,2008,29,male,1,0.88
Tilba_Winery,-36.28,150.10,2008,2008,29,male,1,0.82
Tilba_Winery,-36.28,150.10,2008,2008,29,male,1,0.88
Tilba_Winery,-36.28,150.10,2008,2008,29,male,1,0.88
Tilba_Winery,-36.28,150.10,2008,2008,29,male,1,0.85
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.88
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.85
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.88
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.85
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.88
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.95
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.85
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.87
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.85
Tilba_Winery,-36.28,150.10,2008,2008,29,male,2,0.88
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.87
Tilba_Winery,-36.28,150.10,2008,2008,29,male,3,0.87
